student_name,branch,sem1_sub1_mark,sem1_sub2_mark,sem1_sub3_mark,sem1_sub4_mark,sem2_sub1_mark,sem2_sub2_mark,sem2_sub3_mark,sem2_sub4_mark,sem3_sub1_mark,sem3_sub2_mark,sem3_sub3_mark,sem3_sub4_mark,sem4_sub1_mark,sem4_sub2_mark,sem4_sub3_mark,sem4_sub4_mark,club_hours
Anish Saxena,EEE,54,50,100,51,86,55,63,50,55,87,92,51,78,100,98,89,94
Rishi Varma,AIDS,86,77,61,100,59,82,61,93,60,52,86,54,70,67,69,56,93
Dhruv Verma,CIVIL,72,70,58,86,79,55,54,55,67,88,60,92,63,88,71,88,93
Aarav Singh,CIVIL,22,27,15,34,45,45,40,2,38,29,37,13,16,7,7,17,4
Shreyas Tiwari,CSE,98,82,69,91,92,59,57,95,76,87,51,66,93,93,76,91,88
Aarav Deshmukh,AIDS,92,70,53,87,84,56,97,66,90,94,70,63,92,67,54,94,87
Krish Sinha,MECH,91,82,54,52,72,81,89,92,64,65,95,76,69,61,56,53,94
Advait Varma,CSE,51,56,66,74,99,54,88,71,65,61,56,55,70,91,70,55,93
Divyansh Kapoor,AIDS,64,70,96,52,80,59,89,62,69,95,61,84,82,53,84,54,92
Sahil Reddy,AIDS,53,55,57,66,84,58,70,72,95,51,63,71,83,92,73,58,89
Utkarsh Singh,AIDS,29,47,21,3,48,5,45,38,36,47,13,0,42,35,36,0,67
Mohit Deshmukh,MECH,86,62,88,95,93,75,59,64,56,76,59,100,100,80,83,83,92
Arjun Bansal,CSE,92,80,91,87,88,53,69,83,87,96,94,58,52,51,61,87,99
Raj Agarwal,ECE,64,52,68,91,61,52,74,100,77,57,95,85,81,96,89,85,83
Rohan Agarwal,CIVIL,69,87,73,80,69,65,53,82,83,92,67,93,88,91,91,67,93
Rahul Singh,MECH,92,82,87,91,96,71,85,100,89,71,74,89,54,76,94,62,82
Advait Reddy,CSE,84,67,100,61,70,87,95,80,60,80,58,92,72,79,69,56,96
Aarav Deshmukh,EEE,15,45,1,39,2,18,1,48,17,42,19,24,46,18,26,31,4
Sahil Agarwal,AIDS,76,64,91,56,70,98,53,60,57,94,52,63,82,63,63,74,96
Pranav Reddy,EEE,61,69,72,78,89,74,94,67,58,98,53,51,75,56,99,99,85
Ankur Kapoor,ECE,58,94,69,88,65,89,57,98,76,80,90,71,76,63,52,100,80
Samarth Chopra,CIVIL,75,57,66,84,88,96,77,78,72,96,97,83,58,91,83,66,98
Samarth Kapoor,EEE,62,76,89,77,85,81,75,97,98,80,63,73,64,63,89,99,91
Siddharth Kapoor,EEE,74,67,86,51,61,52,56,80,55,56,52,67,68,84,58,53,94
Arjun Agarwal,AIDS,3,7,11,20,20,38,49,8,37,19,0,10,38,21,46,22,48
Siddharth Agarwal,MECH,91,76,74,95,77,68,50,82,98,100,52,96,80,92,100,94,83
Yash Gupta,ECE,57,59,86,55,70,93,78,53,62,71,70,59,64,74,59,91,94
Vedant Agarwal,EEE,88,60,76,87,92,51,97,55,83,78,91,94,53,87,88,61,98
Anish Chopra,CSE,71,94,54,100,59,51,86,74,78,81,56,61,68,91,54,70,100
Aarush Gupta,AIDS,87,88,57,59,55,56,100,61,97,60,64,50,88,78,55,76,95
Ishaan Varma,EEE,65,64,79,54,85,93,66,90,62,70,50,100,54,92,100,95,88
Samarth Bansal,CSE,42,36,25,38,7,16,27,15,11,25,43,49,12,6,37,38,30
Advait Sharma,ECE,61,93,90,66,58,72,75,83,77,96,94,78,64,98,59,92,98
Anish Bansal,AIDS,51,82,60,83,56,53,77,53,55,57,65,94,70,61,71,54,87
Mohit Yadav,ECE,62,67,60,59,56,71,100,100,53,88,66,93,75,65,87,59,90
Ayush Bansal,MECH,77,80,84,82,91,83,68,58,92,76,97,64,94,58,77,87,88
Anish Singh,ECE,87,76,73,71,57,62,85,66,59,91,76,81,69,94,98,55,92
Samarth Jha,AIDS,66,68,97,72,96,87,85,51,73,80,70,79,74,100,80,51,89
Rohan Bansal,MECH,34,19,29,42,48,9,8,28,10,45,5,38,46,43,22,27,70
Pranav Jha,MECH,74,50,83,96,54,99,97,78,94,69,55,76,97,71,63,64,98
Krish Verma,EEE,93,61,72,51,88,82,50,89,78,88,77,98,97,79,51,60,81
Divyansh Reddy,AIDS,87,94,75,63,99,82,100,60,95,61,71,66,65,77,63,63,98
Raj Mehra,MECH,93,63,53,83,74,92,70,72,90,92,97,62,68,57,67,92,93
Advait Kapoor,CSE,89,77,62,58,57,55,88,90,60,86,98,61,81,50,76,54,100
Utkarsh Yadav,AIDS,85,66,85,70,72,60,62,88,50,76,71,75,77,66,51,97,99
Atharva Reddy,ECE,19,1,12,31,42,9,4,30,0,36,38,34,48,6,24,43,49
Shreyas Kapoor,AIDS,59,96,92,98,63,94,91,60,68,76,66,60,84,61,53,91,90
Aman Deshmukh,CIVIL,69,98,94,55,60,58,92,52,94,80,86,88,82,73,54,84,95
Aman Deshmukh,EEE,69,66,54,78,74,50,95,51,51,100,50,94,75,85,55,86,82
Divyansh Tiwari,ECE,69,80,72,92,52,55,69,50,95,57,61,60,65,77,76,72,89
Utkarsh Gupta,ECE,82,87,55,72,50,62,57,57,64,56,97,85,62,78,55,57,93
Sahil Varma,AIDS,56,57,52,100,67,50,91,58,62,60,54,97,75,96,77,85,80
Divyansh Deshmukh,MECH,2,40,21,49,49,35,8,41,45,46,12,40,36,11,45,20,13
Aniket Saxena,MECH,89,54,77,64,70,61,83,93,80,91,97,96,91,96,65,64,93
Akhil Saxena,CSE,57,52,84,88,82,82,71,86,82,99,68,87,74,60,81,74,89
Dhruv Tiwari,ECE,94,81,98,72,80,77,85,63,66,87,58,56,94,100,63,79,84
Mohit Reddy,AIDS,58,68,96,86,61,81,76,60,52,85,69,58,78,71,67,64,97
Atharva Bansal,ECE,78,91,68,76,66,65,77,57,65,72,59,70,69,58,92,100,98
Abhinav Gupta,AIDS,76,88,81,78,82,66,82,91,70,68,52,90,70,87,76,85,96
Karan Kapoor,ECE,41,10,34,45,13,1,37,1,47,43,42,11,22,13,26,41,28
Dhruv Chopra,CSE,92,70,97,100,74,56,84,92,95,57,72,66,63,62,59,63,97
Vedant Reddy,MECH,97,69,93,57,95,85,70,76,95,98,92,69,65,74,62,82,84
Arjun Patel,CSE,52,72,50,79,70,61,78,50,64,54,90,77,73,98,100,95,88
Nikhil Kapoor,AIDS,70,60,94,98,68,53,97,71,97,97,74,85,93,59,50,93,81
Atharva Saxena,ECE,51,83,56,93,99,90,66,70,98,78,54,70,80,54,81,95,94
Ankur Singh,AIDS,100,58,53,52,51,98,92,98,52,69,62,72,97,74,59,54,88
Ansh Patel,EEE,19,42,26,30,40,45,48,45,25,36,39,13,1,36,33,37,76
Aarush Patel,MECH,60,65,60,90,60,89,83,91,60,50,61,77,55,84,96,92,87
Ansh Jha,EEE,54,51,54,79,62,92,68,94,82,92,82,70,53,95,64,82,92
Rishi Reddy,ECE,78,60,72,55,69,56,63,72,55,93,65,82,86,97,60,99,80
Yash Singh,EEE,96,54,91,80,94,92,84,93,50,78,81,75,61,81,87,67,95
Dhruv Bansal,CSE,75,83,99,85,64,59,60,56,60,76,89,60,64,57,57,94,98
Pranav Mehra,ECE,88,97,85,100,79,93,52,64,80,68,98,65,50,55,94,72,86
Ishaan Saxena,ECE,4,47,17,5,31,31,16,20,30,16,8,45,15,15,15,3,40
Aniket Sinha,EEE,59,92,100,50,88,82,87,54,84,58,56,87,96,90,54,68,96
Rohan Tiwari,ECE,55,94,64,100,90,57,73,90,79,70,53,79,84,68,58,84,86
Siddharth Verma,ECE,92,55,97,93,60,68,94,79,83,51,63,87,67,75,91,58,80
Mayank Bansal,CSE,53,94,95,84,95,63,92,74,88,87,70,57,66,65,66,61,87
Dhruv Gupta,AIDS,80,60,89,91,83,95,99,70,97,75,55,59,57,66,66,53,86
Aryan Jha,ECE,64,71,71,97,82,58,91,72,50,85,83,66,64,91,76,65,83
Aniket Kapoor,AIDS,37,23,2,3,49,45,17,0,14,14,39,28,7,3,41,16,49
Ayush Tiwari,CSE,59,86,73,66,97,84,70,64,65,89,86,65,81,88,82,68,91
Krish Yadav,ECE,63,83,87,87,89,66,71,53,71,97,62,80,67,69,84,72,86
Siddharth Jha,EEE,77,58,72,54,68,82,62,84,74,81,78,67,71,95,88,59,100
Ayush Chopra,CSE,54,80,79,87,80,76,98,89,91,94,93,85,73,99,57,66,87
Advait Bansal,MECH,67,59,64,96,72,58,98,81,69,92,79,65,50,99,85,86,95
Pranav Sharma,CIVIL,64,54,55,89,86,92,75,67,51,50,73,73,51,74,100,87,94
Surya Patel,EEE,30,23,19,16,25,27,49,39,33,46,35,44,10,1,37,8,6
Akhil Gupta,CSE,71,93,69,70,70,100,88,62,52,69,86,52,97,55,92,81,83
Abhinav Bansal,CIVIL,63,64,66,53,74,74,87,97,92,96,79,86,89,58,68,62,86
Vikram Sharma,EEE,79,96,60,98,73,100,100,58,97,98,74,77,70,98,53,96,83
Ankur Reddy,CSE,67,61,84,61,86,84,72,67,90,74,62,80,98,75,74,70,99
Vikram Sinha,ECE,59,53,79,90,83,93,85,77,97,96,77,78,95,77,78,79,93
Aman Deshmukh,MECH,77,58,88,99,85,85,83,80,94,77,84,64,100,94,93,77,83
Mayank Jha,AIDS,32,38,12,40,23,40,8,5,22,2,45,49,24,39,46,25,51
Aarush Bansal,EEE,79,74,82,54,54,57,93,54,88,79,99,70,78,99,87,54,99
Ayush Tiwari,MECH,68,81,65,90,88,72,78,67,96,71,92,56,58,75,91,97,88
Ansh Verma,CIVIL,87,76,52,84,85,84,71,74,71,63,94,79,51,68,55,98,100
Raj Saxena,CIVIL,63,65,85,87,64,82,84,87,86,75,60,54,86,82,96,74,94
Nikhil Chopra,CIVIL,82,76,70,84,73,99,79,98,63,75,55,92,83,86,84,64,90
Atharva Kapoor,MECH,96,85,98,75,80,55,70,63,96,58,65,91,74,54,55,93,94
Sahil Verma,AIDS,29,4,27,44,8,36,19,37,49,46,21,29,24,38,19,22,22
Mayank Saxena,AIDS,55,68,72,57,67,54,71,84,57,51,96,70,84,89,62,76,93
Aditya Mehra,MECH,78,56,94,61,81,76,73,93,69,72,97,51,72,80,51,66,100
Anish Bansal,EEE,58,59,65,73,77,70,53,81,62,76,76,52,99,72,56,66,96
Mayank Jha,CIVIL,59,69,96,64,69,83,58,82,90,66,71,70,77,97,83,96,98
Sahil Mehra,MECH,95,88,92,93,94,71,93,72,98,73,58,61,96,83,53,55,98
Manav Sharma,EEE,57,76,93,53,88,51,52,82,89,81,61,76,55,81,62,71,99
Manav Mehra,CSE,19,37,17,29,7,17,9,14,3,21,22,47,15,33,45,30,50
Raj Deshmukh,CIVIL,60,90,50,73,69,55,56,88,90,82,69,65,73,51,51,61,81
Raj Verma,ECE,74,80,76,81,84,74,79,94,93,60,84,68,97,92,66,97,84
Shivam Varma,AIDS,81,56,92,65,100,72,55,85,54,87,76,91,99,77,82,80,92
Abhinav Saxena,CIVIL,51,64,71,87,70,57,71,71,94,57,97,92,63,97,80,95,90
Vikram Patel,CSE,76,76,86,76,99,50,90,64,87,77,92,50,89,99,78,100,85
Rishi Chopra,EEE,70,77,75,52,80,76,63,96,72,61,74,56,55,89,87,65,100
Krish Reddy,ECE,7,37,5,36,25,16,45,3,10,44,34,18,16,18,0,41,6
Ayush Kapoor,CSE,53,66,61,60,76,84,88,74,58,97,60,50,50,65,76,92,94
Rahul Kapoor,CSE,72,87,70,68,69,88,69,70,85,68,96,73,94,57,56,61,99
Manav Verma,EEE,66,89,52,64,71,64,75,68,62,95,93,82,64,88,100,58,93
Rishi Gupta,MECH,71,56,64,52,83,55,71,99,83,81,98,78,84,99,88,71,88
Ayush Yadav,MECH,55,95,53,71,50,67,76,99,94,60,78,75,74,62,65,93,97
Shivam Agarwal,CSE,69,72,56,84,57,98,67,69,81,56,81,82,92,90,76,99,81
Raj Saxena,AIDS,22,20,38,13,4,28,18,30,8,44,40,13,20,44,11,34,9
Atharva Kapoor,ECE,83,57,93,76,67,70,70,76,51,51,66,50,52,50,59,72,90
Siddharth Sharma,ECE,60,91,61,64,56,51,74,62,53,90,82,56,95,66,68,83,82
Vikram Sinha,CIVIL,83,52,60,81,65,76,97,74,66,89,62,92,62,67,73,89,82
Ankur Patel,CSE,90,59,74,83,77,62,69,96,75,100,71,92,82,91,69,63,95
Abhinav Jha,AIDS,52,66,59,88,59,83,56,50,95,57,81,70,80,60,57,97,91
Samarth Reddy,MECH,57,87,67,52,88,77,78,82,97,95,92,61,55,70,70,92,88
Harsh Varma,EEE,17,48,35,48,29,41,39,41,28,46,14,0,14,40,36,46,76
Siddharth Yadav,CSE,89,78,88,70,64,52,73,70,50,72,64,53,63,53,70,82,90
Ankur Deshmukh,EEE,95,66,58,71,56,54,76,88,80,66,62,94,69,98,67,54,94
Samarth Sharma,CIVIL,73,94,85,55,51,89,91,98,54,80,78,53,66,54,51,81,85
Aniket Kapoor,CSE,80,79,74,74,94,68,81,69,79,71,91,75,84,83,85,91,93
Arjun Deshmukh,CIVIL,84,86,52,77,69,59,68,79,64,57,95,60,68,50,57,96,91
Tanish Reddy,AIDS,74,68,83,64,69,56,57,58,75,94,66,59,56,82,84,83,96
Anirudh Varma,MECH,25,19,20,0,21,32,2,48,7,46,3,16,5,27,25,12,16
Aarav Kapoor,EEE,89,82,65,68,57,86,84,87,56,54,69,65,90,83,57,56,94
Rohan Sharma,CIVIL,74,63,65,84,77,74,53,66,56,76,68,73,95,73,80,64,86
Krish Gupta,CIVIL,96,97,67,66,93,68,54,58,97,76,51,97,99,91,55,80,94
Ankur Deshmukh,MECH,60,54,77,91,71,57,60,96,83,90,88,69,85,68,70,52,80
Rishi Chopra,MECH,61,60,99,94,93,59,63,99,78,89,97,78,97,85,52,89,82
Vedant Jha,CSE,57,94,90,59,92,90,62,98,65,71,96,92,59,87,78,59,96
Samarth Agarwal,ECE,18,0,31,26,2,28,0,0,47,22,28,44,27,16,23,48,30
Karan Agarwal,ECE,100,98,66,90,53,100,65,73,86,56,99,87,82,90,83,65,84
Harsh Jha,EEE,74,56,65,67,60,93,84,73,51,64,92,55,64,53,96,58,86
Ayush Mehra,AIDS,94,95,97,52,68,54,81,60,70,72,92,88,57,82,85,94,93
Kabir Chopra,EEE,56,89,96,63,89,96,80,76,50,85,63,69,100,79,76,50,95
Rahul Sinha,AIDS,65,87,91,63,88,93,70,50,86,81,85,100,95,83,76,92,91
Rishi Yadav,MECH,59,58,68,72,62,84,98,67,62,61,65,95,57,53,99,64,89
Yash Patel,CSE,30,23,46,30,43,32,5,42,4,34,18,24,5,38,27,45,15
Anish Verma,ECE,59,51,71,50,53,50,58,98,88,86,67,79,53,64,69,55,84
Rahul Sharma,ECE,88,94,77,100,82,52,84,57,65,50,66,63,60,89,100,52,97
Ishaan Reddy,ECE,97,63,87,80,50,61,92,51,56,87,64,100,73,64,51,74,83
Ishaan Patel,AIDS,62,98,82,73,59,54,78,89,50,88,50,89,58,57,73,88,88
Ankur Mehra,AIDS,72,75,80,58,76,67,53,56,68,71,64,51,88,77,73,67,96
Aniket Sinha,ECE,61,98,52,67,99,55,84,57,69,77,93,78,83,59,91,74,94
Sahil Varma,MECH,2,21,11,19,18,9,28,8,38,9,43,48,9,35,9,0,75
Divyansh Bansal,CIVIL,54,91,50,97,94,62,92,58,100,69,88,99,100,76,55,80,89
Anirudh Deshmukh,CSE,94,64,61,83,87,53,90,77,54,63,64,99,53,66,50,81,95
Siddharth Verma,CSE,91,85,81,97,67,80,78,99,51,88,60,80,84,53,54,69,90
Yash Agarwal,ECE,81,78,92,52,74,87,96,93,70,58,51,87,81,60,87,77,94
Yash Singh,AIDS,62,97,90,64,51,90,56,51,69,80,77,72,54,82,99,59,97
Sahil Kapoor,AIDS,59,94,90,60,77,65,61,88,75,76,98,99,81,85,66,52,97
Ansh Bansal,MECH,35,44,19,47,40,36,4,37,32,37,38,15,18,32,41,6,2
Harsh Reddy,MECH,50,51,90,73,96,80,51,60,100,96,50,52,84,90,82,78,83
Aditya Singh,ECE,82,62,52,100,58,67,70,90,71,83,89,92,51,75,80,59,91
Dhruv Yadav,EEE,73,87,64,94,70,89,69,52,77,64,81,92,77,59,57,59,85
Pranav Deshmukh,MECH,90,71,79,52,95,61,60,57,76,53,58,89,75,77,90,67,89
Rishi Sharma,EEE,63,87,54,54,52,51,86,67,64,75,99,79,85,96,76,68,87
Harsh Gupta,ECE,75,55,87,79,85,74,84,69,53,75,79,63,83,95,81,73,92
Rishi Gupta,AIDS,39,28,19,17,49,40,10,46,6,27,35,45,41,29,4,37,4
Krish Kapoor,MECH,83,80,94,52,85,61,99,63,78,94,66,82,67,66,83,66,90
Aditya Kapoor,AIDS,92,61,68,91,82,81,69,90,69,53,84,61,83,67,90,60,85
Kabir Sharma,ECE,60,50,85,71,63,87,74,86,92,53,83,97,94,84,92,84,95
Divyansh Chopra,EEE,93,53,62,98,52,100,50,90,82,88,50,59,86,52,98,55,93
Dhruv Gupta,CIVIL,61,71,68,77,58,55,63,89,71,87,72,75,96,86,62,69,82
Nikhil Saxena,MECH,70,54,92,81,76,55,90,57,53,81,67,56,62,92,86,86,80
Atharva Yadav,MECH,0,41,5,5,7,24,23,35,40,33,9,28,37,9,21,27,22
Rahul Saxena,AIDS,70,96,93,56,69,87,60,94,72,73,54,50,78,92,67,95,85
Harsh Verma,EEE,92,86,73,99,58,86,75,96,66,51,69,69,97,57,82,90,100
Mohit Singh,CSE,64,80,76,79,54,98,82,60,53,66,71,96,86,94,89,91,98
Rishi Chopra,EEE,50,81,99,71,67,68,97,59,62,93,88,62,100,60,69,63,82
Kabir Reddy,CIVIL,94,62,82,87,72,83,50,67,71,67,91,62,85,80,79,66,88
Divyansh Yadav,CSE,58,100,68,83,82,62,64,65,91,52,54,61,92,67,93,55,98
Aniket Jha,EEE,0,11,47,7,46,41,17,10,16,40,32,48,5,17,42,44,55
Ishaan Saxena,ECE,84,50,71,87,56,66,77,85,51,67,92,64,90,80,69,51,93
Shreyas Yadav,CIVIL,65,77,63,72,64,86,71,56,96,81,82,93,75,87,93,75,86
Sahil Kapoor,CIVIL,55,91,76,59,62,81,50,75,77,62,68,65,75,95,65,86,91
Aniket Sharma,CSE,86,87,96,84,86,86,59,93,87,73,85,75,70,87,71,60,88
Advait Jha,CIVIL,68,56,100,58,51,69,56,99,97,76,52,99,94,98,85,54,96
Manav Gupta,CIVIL,71,89,87,75,71,56,53,77,90,77,85,90,94,94,96,70,86
Rahul Verma,CSE,19,45,13,20,37,25,23,33,4,36,15,39,33,30,29,12,49
Kabir Varma,MECH,71,55,75,83,50,87,52,74,59,74,97,100,81,72,91,90,93
Surya Bansal,AIDS,79,78,98,60,74,79,75,75,58,84,81,82,63,86,81,90,97
Ansh Chopra,EEE,73,85,53,90,73,52,58,68,87,88,90,61,59,99,80,97,88
Yash Agarwal,AIDS,50,73,86,84,79,81,82,87,53,59,81,55,90,63,87,72,87
Surya Bansal,EEE,75,94,80,66,83,56,73,58,74,83,100,98,53,80,67,79,90
Aarav Singh,ECE,62,69,94,62,84,93,88,87,76,72,100,61,88,78,55,82,100
Anish Sharma,AIDS,5,22,11,8,36,47,12,19,44,11,27,47,31,36,34,27,67
Kabir Chopra,CSE,84,71,87,96,98,94,71,54,97,53,79,100,65,87,73,97,99
Rahul Gupta,MECH,63,68,97,97,80,65,59,85,84,54,61,73,85,93,94,64,93
Aditya Gupta,CIVIL,56,93,72,99,84,65,95,84,67,89,59,52,95,90,55,72,80
Akhil Tiwari,MECH,92,93,65,96,68,61,59,85,89,99,55,90,63,71,50,82,100
Kabir Chopra,CSE,83,69,88,93,68,66,88,89,52,68,91,98,81,59,69,76,98
Krish Bansal,EEE,55,98,79,75,92,96,98,66,67,81,67,70,84,83,56,52,81
Ayush Varma,ECE,32,30,38,29,29,35,48,42,41,2,23,19,15,20,27,6,41
Karan Saxena,EEE,73,100,83,79,55,73,92,79,87,76,86,93,100,59,76,96,80
Utkarsh Reddy,MECH,80,70,80,86,98,88,91,84,64,50,59,55,73,95,68,100,86
Rohan Deshmukh,EEE,96,62,78,90,89,96,66,68,69,92,96,92,65,73,83,50,97
Tanish Varma,EEE,83,95,54,86,61,59,57,71,91,66,87,85,55,98,83,52,91
Shivam Deshmukh,EEE,84,73,100,96,94,75,62,83,86,54,86,67,68,51,88,92,80
Ankur Patel,AIDS,81,62,72,89,98,52,94,76,59,69,88,81,78,94,76,53,81
Vedant Reddy,AIDS,17,24,49,3,17,25,6,31,45,40,19,18,49,23,44,43,55
Nikhil Chopra,CSE,52,69,90,53,75,53,62,96,61,67,63,57,67,100,51,98,80
Vedant Sharma,EEE,99,76,96,64,70,86,93,75,91,50,87,60,76,92,53,64,100
Ayush Verma,ECE,57,77,66,59,76,93,64,61,74,99,64,96,67,82,75,80,88
Raj Varma,CSE,67,84,63,82,99,100,96,64,88,89,86,84,77,73,87,50,99
Anish Kapoor,EEE,59,67,71,57,68,82,60,86,62,60,94,57,92,56,55,55,94
Manav Saxena,MECH,60,69,90,64,60,95,79,68,74,60,89,62,99,77,78,64,88
Arjun Varma,EEE,13,43,11,47,10,38,11,16,26,2,27,23,28,16,37,44,29
Aryan Kapoor,ECE,54,71,61,89,79,95,96,59,88,89,88,70,56,52,87,80,93
Rohan Chopra,EEE,56,81,97,99,61,90,59,66,92,86,70,72,79,68,79,92,89
Utkarsh Kapoor,MECH,64,74,92,78,80,100,65,62,70,86,69,78,68,61,82,78,80
Surya Sinha,CIVIL,81,68,80,94,63,88,73,73,57,60,55,58,76,80,71,86,82
Pranav Sharma,CSE,79,56,88,51,52,95,66,76,76,72,62,61,95,51,67,63,81
Anish Kapoor,AIDS,99,82,72,98,74,87,56,72,100,63,71,92,53,84,75,65,86
Nikhil Mehra,AIDS,42,31,43,49,37,32,14,47,43,41,46,34,12,6,4,25,60
Sahil Chopra,MECH,54,71,72,60,91,82,68,58,58,66,59,88,58,87,73,56,93
Mayank Reddy,CSE,91,63,99,87,66,90,98,74,65,80,51,91,70,87,52,61,84
Nikhil Gupta,AIDS,69,97,62,84,75,87,75,82,84,52,51,85,59,73,68,97,83
Yash Reddy,CIVIL,55,95,95,55,82,86,61,77,77,88,96,87,57,53,53,74,84
Aditya Kapoor,EEE,55,71,50,90,76,50,95,94,71,88,56,99,69,92,64,83,97
Tanish Deshmukh,CSE,69,100,82,68,85,59,82,94,87,67,76,57,99,78,64,95,95
Arjun Tiwari,ECE,39,23,26,1,22,10,35,41,1,24,39,14,26,0,46,19,39
Ankur Kapoor,CSE,86,72,76,89,61,73,83,57,73,82,75,58,63,75,64,76,89
Shivam Bansal,CIVIL,94,82,84,89,72,75,56,92,86,91,88,92,97,50,79,51,81
Rohan Tiwari,AIDS,83,87,54,78,76,58,61,80,70,65,77,73,78,51,98,50,99
Anirudh Agarwal,ECE,62,89,64,75,54,58,91,52,59,57,92,62,79,95,76,53,96
Nikhil Jha,ECE,92,66,56,90,96,52,57,74,91,86,82,81,50,69,61,59,84
Ankur Sinha,AIDS,59,94,81,77,54,59,68,69,67,87,80,71,71,84,99,63,84
Mohit Jha,CSE,7,9,38,25,44,6,1,3,23,49,35,31,37,48,28,17,32
Manav Deshmukh,CIVIL,56,89,63,77,62,77,95,85,89,96,92,71,67,99,63,55,100
Arjun Tiwari,ECE,74,62,64,98,72,82,55,100,76,98,59,93,91,84,77,76,83
Aryan Reddy,CIVIL,70,82,77,71,89,76,90,70,91,54,95,53,52,83,69,92,90
Anish Mehra,MECH,62,57,76,74,91,58,50,64,99,52,82,86,55,99,63,52,89
Samarth Bansal,CSE,88,82,79,62,69,79,98,93,83,52,52,100,78,89,54,59,99
Siddharth Patel,EEE,62,61,75,92,59,70,92,50,70,89,62,58,68,60,58,87,87
Arjun Singh,AIDS,39,7,6,45,9,1,47,27,3,44,29,47,39,48,14,8,6
Raj Agarwal,MECH,87,63,54,99,68,95,51,69,96,94,84,96,61,64,93,77,95
Aarav Sharma,CIVIL,89,95,55,99,79,64,91,67,96,95,71,58,84,60,81,80,84
Mayank Saxena,CIVIL,63,83,68,69,55,69,99,74,55,75,86,51,56,57,69,76,92
Rahul Jha,MECH,75,97,96,93,74,59,98,55,97,98,62,87,92,78,64,80,92
Sahil Mehra,CIVIL,76,68,56,87,53,60,77,92,54,94,53,59,52,95,92,60,92
Atharva Bansal,CIVIL,68,82,76,90,64,68,50,95,72,56,55,100,96,65,56,92,100
Rahul Chopra,MECH,1,46,30,9,3,44,14,44,8,49,10,35,21,3,16,20,74
Harsh Kapoor,AIDS,97,91,98,84,99,73,94,53,64,60,57,55,68,81,74,90,98
Pranav Yadav,ECE,55,76,81,57,54,85,64,92,50,98,56,61,84,57,88,58,86
Tanish Sinha,ECE,86,100,72,52,80,70,86,76,56,92,63,74,62,66,85,86,97
Anish Bansal,ECE,59,66,75,81,92,93,63,60,90,72,63,68,58,87,55,76,99
Advait Gupta,MECH,85,64,79,97,79,60,86,70,67,99,89,65,66,74,63,52,98
Samarth Tiwari,ECE,68,66,69,54,88,55,51,86,53,100,57,82,97,65,62,68,99
Akhil Saxena,AIDS,31,31,22,16,4,8,28,9,18,38,3,45,16,44,7,7,14
Siddharth Patel,MECH,77,81,78,68,78,78,67,80,68,63,95,64,50,57,56,82,90
Karan Gupta,AIDS,57,88,81,78,84,83,87,95,76,54,54,85,94,98,58,66,89
Mohit Sharma,MECH,62,55,86,51,63,66,56,60,51,79,97,75,88,84,75,81,82
Kabir Verma,EEE,68,53,73,80,75,96,87,94,100,64,84,80,54,96,81,84,96
Aryan Sinha,EEE,60,63,78,83,65,55,85,82,66,52,82,100,100,81,61,86,100
Dhruv Sinha,AIDS,53,61,89,99,72,65,52,98,79,85,84,63,67,54,70,71,82
Manav Sinha,ECE,10,21,49,30,25,36,21,44,7,4,26,29,12,47,4,18,3
Aarav Deshmukh,ECE,66,63,55,94,72,66,77,50,77,89,59,98,73,52,58,53,95
Aniket Kapoor,AIDS,53,58,75,93,67,58,89,94,70,53,75,97,76,73,86,90,97
Ishaan Saxena,ECE,63,63,67,65,80,53,50,88,97,65,78,72,99,99,86,58,84
Aarush Gupta,ECE,87,93,62,97,81,90,85,62,55,62,66,98,64,59,80,85,89
Tanish Bansal,EEE,97,76,60,76,81,87,69,73,63,94,99,87,83,76,66,62,94
Aniket Reddy,CSE,64,100,61,65,53,98,89,66,58,79,82,58,88,75,93,74,91
Manav Varma,AIDS,37,0,3,39,35,30,27,6,28,18,40,37,13,1,32,44,37
Ayush Kapoor,EEE,89,82,87,75,51,73,76,72,98,56,99,93,71,59,61,69,90
Atharva Chopra,EEE,93,77,79,54,50,75,54,80,89,77,70,93,87,95,59,54,91
Aryan Sharma,CSE,63,78,92,82,63,96,92,93,63,97,85,61,87,80,78,98,83
Vikram Bansal,CSE,54,79,74,93,64,58,91,52,82,54,95,69,100,91,80,84,80
Vedant Yadav,ECE,61,66,70,97,86,89,70,64,59,68,55,57,74,77,97,60,84
Aman Kapoor,ECE,87,90,76,80,64,87,77,77,96,60,81,70,82,87,64,99,92
Pranav Saxena,CSE,43,46,5,38,4,36,43,8,49,33,28,27,44,3,25,45,75
Advait Varma,AIDS,79,62,99,56,75,78,89,63,85,75,51,85,96,55,79,87,87
Aarush Tiwari,AIDS,85,55,55,51,75,99,57,58,98,76,70,75,77,94,76,100,83
Ishaan Mehra,ECE,57,58,77,53,52,63,59,94,72,76,76,79,74,91,82,57,93
Vedant Agarwal,AIDS,89,52,70,88,63,70,81,50,97,61,65,67,54,92,65,92,81
Ansh Reddy,AIDS,53,97,100,67,61,64,73,53,72,58,51,80,69,100,53,53,85
Aniket Varma,ECE,59,92,89,56,78,98,52,53,79,70,78,78,67,60,60,85,98
